edad,coste,antig_c,expos,nsin,marca,alarma,sexo,zona,uso
29,0,10,0.611,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso cotidiano
42,2279.58,21,0.9945,1,NISSAN,si,M,Rural,Trabajo - uso ocasional
43,0,22,0.874,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
44,0,23,0.9863,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
45,0,24,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
46,0,25,1,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
47,0,26,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
48,0,27,0.6219,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
48,0,27,0.3726,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
50,0,29,1,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
49,0,20,1,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
51,2814.17,22,0.2438,1,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
51,0,22,0.5644,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
52,0,23,0.1836,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
53,2136.86,24,1,1,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
54,0,25,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
56,0,21,1,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
57,0,22,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
58,0,23,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
59,0,24,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
61,0,26,0.9918,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
61,0,26,0.9918,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
62,0,27,0.4795,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
58,0,36,0.9973,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
62,0,40,0.9452,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
63,0,41,0.0493,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
63,0,41,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
34,0,13,0.4329,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
34,0,13,0.5616,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
35,0,14,1,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
36,0,15,0.6,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
28,0,10,0.4603,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
51,0,20,0.3068,0,TOYOTA,si,F,Semi urbano,Trabajo - uso ocasional
52,0,21,0.0219,0,TOYOTA,si,F,Semi urbano,Trabajo - uso ocasional
52,0,21,0.2219,0,TOYOTA,si,F,Semi urbano,Trabajo - uso ocasional
40,0,22,0.4247,0,PEUGEOT,no,M,Rural,Trabajo - uso ocasional
41,0,20,0.8548,0,FORD,no,F,Rural,Trabajo - uso ocasional
42,608.73,21,1,1,FORD,no,F,Rural,Trabajo - uso ocasional
43,0,22,0.9973,0,FORD,no,F,Rural,Trabajo - uso ocasional
44,18687.43,23,0.9973,1,FORD,no,F,Rural,Trabajo - uso ocasional
45,0,24,0.9973,0,FORD,no,F,Rural,Trabajo - uso ocasional
46,0,25,1,0,FORD,no,F,Rural,Trabajo - uso ocasional
43,0,14,0.9973,0,AUDI,no,M,Semi urbano,Trabajo - uso ocasional
44,0,15,1,0,AUDI,no,M,Semi urbano,Trabajo - uso ocasional
45,0,16,0.9973,0,AUDI,no,M,Semi urbano,Trabajo - uso ocasional
46,0,17,0.9973,0,AUDI,no,M,Semi urbano,Trabajo - uso ocasional
47,2349.71,18,0.9863,1,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
50,0,21,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
51,0,22,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
37,279.15,16,0.7479,1,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
38,0,17,0.2493,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
29,0,8,0.5589,0,PEUGEOT,si,F,Semi urbano,Trabajo - uso cotidiano
30,0,9,0.1507,0,PEUGEOT,si,F,Semi urbano,Trabajo - uso cotidiano
39,0,20,0.9973,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
41,0,22,0.2055,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
41,0,22,0.4384,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
43,2412.43,24,0.9973,1,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
44,0,25,0.4,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
44,0,25,0.5973,0,AUDI,no,M,Semi urbano,Trabajo - uso ocasional
40,0,22,0.411,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
42,0,24,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
43,0,25,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
46,0,28,0.9836,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
47,0,29,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
47,0,29,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
32,3187.06,12,0.6904,2,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
32,0,12,0.3041,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
35,0,15,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
36,0,16,0.9973,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
37,0,17,0.7178,0,TOYOTA,si,M,Semi urbano,Trabajo - uso ocasional
38,0,18,0.0356,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
38,0,18,1,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
40,0,20,0.5863,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
41,0,21,0.9973,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
43,0,23,0.9973,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
46,0,26,0.3342,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
47,0,27,0.463,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
47,0,27,0.1945,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
44,0,11,0.4959,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
44,0,11,0.4986,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
45,0,12,0.4438,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
46,0,13,0.5041,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
46,135.4,13,0.4904,1,GM,si,F,Semi urbano,Trabajo - uso ocasional
48,0,15,0.9973,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
49,153.97,16,0.7041,1,GM,si,F,Semi urbano,Trabajo - uso ocasional
49,0,16,0.2904,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
37,0,17,0.0548,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
37,0,17,0.9397,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
38,0,18,0.263,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
30,0,10,0.5726,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
27,0,5,0.6329,0,NISSAN,si,M,Rural,Ocio
27,0,5,0.3616,0,NISSAN,si,M,Rural,Ocio
29,0,7,0.9973,0,NISSAN,si,M,Rural,Ocio
31,0,9,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
32,0,10,0.0877,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
32,0,10,0.5918,0,RENAULT,si,M,Rural,Trabajo - uso ocasional
32,0,10,0.3151,0,RENAULT,si,M,Rural,Trabajo - uso ocasional
59,0,27,0.9973,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
60,0,28,0.9973,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
61,0,29,1,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
63,0,31,0.9973,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
64,0,32,0.3096,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
64,0,32,0.6849,0,FORD,si,M,Semi urbano,Trabajo - uso cotidiano
65,0,33,1,0,FORD,si,M,Semi urbano,Trabajo - uso cotidiano
61,2589.23,45,1,1,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
62,0,46,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
63,0,47,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
64,0,48,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
65,0,49,1,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
66,0,50,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
67,0,51,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,52,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
39,0,15,0.2137,0,RENAULT,si,F,Rural,Trabajo - uso cotidiano
23,102.39,3,0.9973,1,PEUGEOT,si,F,Semi urbano,Trabajo - uso ocasional
25,0,5,0.074,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
26,0,6,0.2795,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
26,0,6,0.0986,0,FORD,si,F,Semi urbano,Trabajo - uso ocasional
27,0,7,0.9973,0,FORD,si,F,Semi urbano,Trabajo - uso ocasional
28,0,8,0.2192,0,FORD,si,F,Semi urbano,Trabajo - uso ocasional
28,0,8,0.1808,0,PEUGEOT,no,F,Semi urbano,Trabajo - uso ocasional
29,0,9,0.9973,0,PEUGEOT,no,F,Semi urbano,Trabajo - uso ocasional
30,0,10,0.9973,0,PEUGEOT,no,F,Semi urbano,Trabajo - uso ocasional
31,0,11,0.9973,0,PEUGEOT,no,F,Semi urbano,Trabajo - uso ocasional
39,3135.88,15,0.5123,1,HONDA,no,M,Rural,Trabajo - uso ocasional
36,0,17,0.2219,0,SEAT,no,M,Rural,Trabajo - uso ocasional
37,0,18,0.9973,0,SEAT,no,M,Rural,Trabajo - uso ocasional
38,2354.64,19,0.9973,1,SEAT,no,M,Rural,Trabajo - uso ocasional
39,0,20,0.9973,0,SEAT,no,M,Rural,Trabajo - uso ocasional
40,0,21,0.9808,0,SEAT,no,M,Rural,Trabajo - uso ocasional
41,2369.21,22,0.0164,1,SEAT,no,M,Rural,Trabajo - uso ocasional
41,0,22,0.9973,0,SEAT,no,M,Rural,Trabajo - uso ocasional
43,0,24,0.9973,0,SEAT,no,M,Rural,Trabajo - uso ocasional
44,0,25,0.9973,0,SEAT,no,M,Rural,Trabajo - uso ocasional
66,0,31,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,33,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
69,0,34,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
71,0,36,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
72,0,37,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
73,0,38,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
48,0,25,0.1425,0,PEUGEOT,si,F,Rural,Trabajo - uso ocasional
43,0,25,1,0,SAAB,no,M,Semi urbano,Ocio
44,0,26,0.9973,0,SAAB,no,M,Semi urbano,Ocio
45,2414.96,27,0.5699,2,SAAB,no,M,Semi urbano,Ocio
32,0,14,0.9945,0,BMW,no,M,Semi urbano,Trabajo - uso ocasional
33,4694.22,15,0.5315,1,BMW,no,M,Semi urbano,Trabajo - uso ocasional
34,0,16,0.463,0,VOLVO,si,M,Semi urbano,Trabajo - uso ocasional
35,0,15,1,0,RENAULT,si,M,Semi urbano,Trabajo - uso ocasional
37,0,17,0.6849,0,RENAULT,si,M,Semi urbano,Trabajo - uso ocasional
38,0,18,0.9973,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
34,0,15,1,0,HONDA,si,M,Rural,Trabajo - uso ocasional
36,0,17,0.6767,0,FORD,no,M,Rural,Trabajo - uso ocasional
62,0,21,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
64,0,23,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
65,0,24,1,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
66,0,25,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
67,0,26,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,27,0.463,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
70,0,27,0.2658,0,HONDA,no,F,Semi urbano,Trabajo - uso cotidiano
49,0,30,0.4356,0,AUDI,no,M,Semi urbano,Ocio
50,0,31,1,0,AUDI,no,M,Semi urbano,Ocio
52,0,33,0.411,0,AUDI,no,M,Semi urbano,Ocio
52,0,33,0.5836,0,BMW,no,M,Semi urbano,Ocio
53,0,34,0.9973,0,BMW,no,M,Semi urbano,Ocio
54,0,35,1,0,BMW,no,M,Semi urbano,Ocio
55,0,36,0.9973,0,BMW,no,M,Semi urbano,Ocio
57,0,38,0.9973,0,BMW,no,M,Semi urbano,Ocio
34,872.91,14,0.9973,1,GM,no,F,Rural,Trabajo - uso ocasional
35,0,15,0.811,0,GM,no,F,Rural,Trabajo - uso ocasional
36,0,16,0.0082,0,LANCIA,si,F,Rural,Trabajo - uso ocasional
36,0,16,0.1726,0,LANCIA,no,F,Rural,Trabajo - uso ocasional
36,0,16,0.9973,0,LANCIA,no,F,Rural,Trabajo - uso ocasional
39,0,19,0.9973,0,LANCIA,no,F,Rural,Trabajo - uso ocasional
40,0,20,0.9973,0,LANCIA,no,F,Rural,Trabajo - uso ocasional
68,0,29,0.9973,0,MAZDA,si,M,Semi urbano,Trabajo - uso cotidiano
69,0,30,0.1753,0,MAZDA,si,M,Semi urbano,Trabajo - uso cotidiano
69,0,30,0.8192,0,MAZDA,no,M,Semi urbano,Trabajo - uso cotidiano
70,0,31,0.9973,0,MAZDA,no,M,Semi urbano,Trabajo - uso cotidiano
72,3038.5,33,0.5205,1,MAZDA,no,M,Semi urbano,Trabajo - uso cotidiano
74,0,35,0.9973,0,MAZDA,no,M,Semi urbano,Trabajo - uso cotidiano
31,0,10,1,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
32,0,11,0.9973,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
33,0,12,0.9973,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
35,0,14,0.0658,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
36,0,15,0.2329,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
37,0,16,0.9973,0,HONDA,si,M,Rural,Trabajo - uso ocasional
39,0,18,1,0,HONDA,si,M,Rural,Trabajo - uso ocasional
31,0,12,0.2685,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
39,0,16,0.1452,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
41,2125.72,18,0.9973,1,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
43,0,20,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
45,0,22,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
46,0,28,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
36,0,15,1,0,MAZDA,si,F,Rural,Trabajo - uso ocasional
38,0,17,0.9973,0,MAZDA,si,F,Rural,Trabajo - uso ocasional
39,0,18,0.0274,0,MAZDA,si,F,Rural,Trabajo - uso ocasional
40,0,19,1,0,MAZDA,si,F,Rural,Trabajo - uso ocasional
41,0,20,0.9589,0,MAZDA,si,F,Rural,Trabajo - uso ocasional
43,4288.6,22,0.9973,1,MAZDA,si,F,Rural,Trabajo - uso ocasional
32,0,11,0.6603,0,VOLKSWAGEN,si,M,Semi urbano,Trabajo - uso ocasional
35,0,16,0.0274,0,NISSAN,si,F,Rural,Trabajo - uso ocasional
33,0,13,0.9973,0,MITSUBISHI,no,F,Semi urbano,Trabajo - uso ocasional
35,0,15,0.9973,0,MITSUBISHI,no,F,Semi urbano,Trabajo - uso ocasional
36,0,16,1,0,MITSUBISHI,no,F,Semi urbano,Trabajo - uso ocasional
37,0,17,0.9973,0,MITSUBISHI,no,F,Semi urbano,Trabajo - uso ocasional
39,0,19,0.9973,0,MITSUBISHI,no,F,Semi urbano,Trabajo - uso ocasional
52,0,26,1,0,HONDA,si,F,Rural,Trabajo - uso cotidiano
53,0,27,0.9973,0,HONDA,si,F,Rural,Trabajo - uso cotidiano
54,0,28,0.126,0,HONDA,si,F,Rural,Trabajo - uso cotidiano
54,0,28,0.0329,0,HONDA,si,F,Rural,Trabajo - uso cotidiano
54,0,28,0.0027,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
56,3066.46,30,1,1,HONDA,no,F,Rural,Trabajo - uso cotidiano
57,0,31,0.0027,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
57,0,31,0.0575,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
58,0,32,0.7397,0,HONDA,no,F,Rural,Trabajo - uso ocasional
58,0,32,0.2548,0,HONDA,no,F,Rural,Trabajo - uso ocasional
59,0,33,0.811,0,HONDA,no,F,Rural,Trabajo - uso ocasional
43,0,24,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
46,0,25,0.3041,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
47,0,26,0.9973,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
48,0,27,0.2575,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
48,0,27,0.737,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
49,4773.16,28,0.9096,2,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
50,0,29,0.0849,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
50,0,29,1,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
52,0,31,0.3425,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
53,0,32,0.9973,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
41,0,21,0.9973,0,AUDI,no,F,Semi urbano,Trabajo - uso cotidiano
42,0,22,0.9973,0,AUDI,no,F,Semi urbano,Trabajo - uso cotidiano
43,209.39,23,0.9973,1,AUDI,no,F,Semi urbano,Trabajo - uso cotidiano
44,0,24,1,0,AUDI,no,F,Semi urbano,Trabajo - uso cotidiano
45,0,25,0.0959,0,AUDI,no,F,Semi urbano,Trabajo - uso cotidiano
45,0,25,0.8384,0,MERCEDES-BENZ,no,F,Semi urbano,Trabajo - uso cotidiano
48,0,28,1,0,MERCEDES-BENZ,no,F,Semi urbano,Trabajo - uso cotidiano
32,0,15,1,0,FORD,no,M,Rural,Ocio
33,0,16,0.5808,0,FORD,no,M,Rural,Ocio
34,0,17,0.4137,0,FORD,no,M,Rural,Ocio
35,0,18,0.2438,0,FORD,no,M,Rural,Ocio
35,0,18,0.2548,0,FORD,no,F,Rural,Ocio
35,3567.36,15,1,1,HONDA,si,F,Rural,Trabajo - uso ocasional
36,0,16,0.9973,0,HONDA,si,F,Rural,Trabajo - uso ocasional
38,0,18,0.9973,0,HONDA,si,F,Rural,Trabajo - uso ocasional
39,0,19,1,0,HONDA,si,F,Rural,Trabajo - uso ocasional
41,0,21,0.674,0,HONDA,si,F,Rural,Trabajo - uso ocasional
41,271.68,21,0.3205,1,HONDA,si,F,Rural,Trabajo - uso ocasional
45,0,22,1,0,VOLKSWAGEN,si,F,Rural,Trabajo - uso ocasional
46,0,23,0.9973,0,VOLKSWAGEN,si,F,Rural,Trabajo - uso ocasional
47,136.89,24,0.3836,1,VOLKSWAGEN,si,F,Rural,Ocio
49,166.89,26,0.074,1,VOLKSWAGEN,si,F,Rural,Ocio
49,0,26,0.0301,0,VOLKSWAGEN,si,F,Rural,Ocio
35,0,15,0.0329,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
35,0,15,0.4575,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
35,0,15,0.5041,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
36,2237.41,16,0.9973,1,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
37,0,17,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
38,0,18,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
39,0,19,1,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
41,0,21,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
42,0,22,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
43,0,23,1,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
35,0,15,1,0,Autres,si,M,Semi urbano,Trabajo - uso ocasional
36,0,16,0.9973,0,Autres,si,M,Semi urbano,Trabajo - uso ocasional
38,0,18,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
41,0,21,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso ocasional
55,0,31,0.9973,0,SEAT,si,M,Semi urbano,Trabajo - uso ocasional
56,0,32,0.2986,0,SEAT,si,M,Semi urbano,Trabajo - uso ocasional
57,0,33,0.3836,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
58,0,34,0.3397,0,SEAT,si,M,Semi urbano,Trabajo - uso cotidiano
45,1399.24,20,1,1,VOLKSWAGEN,no,F,Rural,Trabajo - uso cotidiano
47,0,22,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso cotidiano
48,0,23,0.9973,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso cotidiano
44,0,13,0.6027,0,BMW,si,M,Semi urbano,Trabajo - uso ocasional
44,0,13,0.1945,0,BMW,si,M,Semi urbano,Trabajo - uso ocasional
45,0,14,0.1726,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
45,0,14,0.4548,0,GM,si,M,Semi urbano,Trabajo - uso ocasional
33,2855.77,14,0.9973,1,TOYOTA,no,M,Rural,Trabajo - uso ocasional
34,2879.47,15,0.9973,1,TOYOTA,no,M,Rural,Trabajo - uso ocasional
49,0,19,1,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
50,0,20,0.9973,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
51,0,21,0.8411,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
52,0,22,0.0027,0,MERCEDES-BENZ,no,M,Semi urbano,Trabajo - uso ocasional
24,0,10,1,0,GM,no,M,Rural,Trabajo - uso ocasional
25,0,11,0.9973,0,GM,no,M,Rural,Trabajo - uso ocasional
26,0,12,0.2356,0,GM,no,M,Rural,Trabajo - uso ocasional
26,0,12,0.0411,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
26,0,12,0.6685,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
63,0,21,0.9973,0,TOYOTA,no,F,Semi urbano,Trabajo - uso cotidiano
65,0,23,0.2055,0,TOYOTA,no,F,Semi urbano,Trabajo - uso cotidiano
65,0,23,0.9973,0,TOYOTA,no,F,Semi urbano,Trabajo - uso cotidiano
66,0,24,1,0,TOYOTA,no,F,Semi urbano,Trabajo - uso cotidiano
67,38.48,25,0.9726,1,TOYOTA,no,F,Semi urbano,Trabajo - uso cotidiano
61,0,28,1,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
62,0,29,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
63,0,30,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
64,0,31,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
66,0,33,0.3425,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
66,0,33,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
69,0,36,0.2137,0,RENAULT,no,M,Rural,Trabajo - uso cotidiano
32,0,14,0.9973,0,VOLKSWAGEN,no,F,Urbano,Trabajo - uso ocasional
33,0,15,0.7452,0,VOLKSWAGEN,no,F,Urbano,Trabajo - uso ocasional
35,0,10,0.8658,0,HONDA,si,F,Urbano,Trabajo - uso ocasional
36,0,11,0.1315,0,GM,si,F,Urbano,Trabajo - uso ocasional
36,0,11,0.9973,0,GM,si,F,Urbano,Trabajo - uso ocasional
39,0,14,0.2767,0,FORD,no,F,Semi urbano,Trabajo - uso ocasional
39,0,14,0.7205,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
40,0,15,0.9973,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
42,0,17,0.9973,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
58,0,28,0.0411,0,VOLKSWAGEN,si,F,Semi urbano,Ocio
58,0,28,0.9973,0,VOLKSWAGEN,si,F,Semi urbano,Ocio
59,0,29,0.9973,0,VOLKSWAGEN,si,F,Semi urbano,Ocio
60,1148.88,30,0.9973,2,VOLKSWAGEN,si,F,Semi urbano,Ocio
61,0,31,0.0438,0,VOLKSWAGEN,si,F,Semi urbano,Ocio
61,1235.11,31,0.8795,1,VOLKSWAGEN,si,F,Semi urbano,Ocio
63,0,36,0.9973,0,FORD,no,M,Semi urbano,Trabajo - uso ocasional
64,0,37,0.9973,0,FORD,no,M,Semi urbano,Trabajo - uso ocasional
65,0,38,0.0795,0,FORD,no,M,Semi urbano,Trabajo - uso ocasional
65,0,38,0.9151,0,FORD,no,M,Semi urbano,Trabajo - uso ocasional
49,0,28,1,0,SUBARU,si,M,Semi urbano,Trabajo - uso ocasional
51,0,30,0.9973,0,SUBARU,si,M,Semi urbano,Trabajo - uso ocasional
52,0,31,0.9973,0,SUBARU,si,M,Semi urbano,Trabajo - uso ocasional
53,0,32,1,0,SUBARU,si,M,Semi urbano,Trabajo - uso ocasional
54,0,33,0.7151,0,SUBARU,si,M,Semi urbano,Trabajo - uso ocasional
55,0,34,0.2795,0,SUBARU,si,M,Semi urbano,Trabajo - uso ocasional
37,0,16,1,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
38,0,17,0.9973,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
40,0,19,0.9973,0,GM,no,F,Semi urbano,Trabajo - uso ocasional
62,0,28,1,0,DAIHATSU,si,F,Rural,Trabajo - uso cotidiano
64,0,30,0.3945,0,DAIHATSU,si,F,Semi urbano,Trabajo - uso cotidiano
64,0,30,0.2603,0,DAIHATSU,si,F,Semi urbano,Trabajo - uso cotidiano
65,0,31,0.7342,0,DAIHATSU,si,F,Semi urbano,Trabajo - uso cotidiano
48,2590.29,10,1,1,RENAULT,si,F,Semi urbano,Trabajo - uso ocasional
49,0,11,0.9973,0,RENAULT,si,F,Semi urbano,Trabajo - uso ocasional
51,0,13,0.9973,0,RENAULT,si,F,Semi urbano,Trabajo - uso ocasional
52,0,14,0.074,0,RENAULT,si,F,Semi urbano,Trabajo - uso ocasional
